Profile_ID,NPI,First_Name,Middle_Name,Last_Name,Program_Year,Total_Amount_Invested_USDollars,Value_of_Interest,Terms_of_Interest,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Category,Indicate_Drug_or_Biological_or_Device_or_Medical_Supply_1,Product_Category_or_Therapeutic_Area_1,Name_of_Drug_or_Biological_or_Device_or_Medical_Supply_1,Total_Amount_of_Payment_USDollars,Form_of_Payment_or_Transfer_of_Value,Name_of_Study,Nature_of_Payment_or_Transfer_of_Value,Product_Indicator,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Device_or_Medical_Supply1,Contributed_Articles
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,606.8,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,5000.0,Cash or cash equivalent,,Consulting Fee,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,1250.0,Cash or cash equivalent,,Consulting Fee,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,174.23,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,183.9,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,198.9,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,155.0,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,51.17,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,1153.89,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,4500.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,4000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,68.44,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,164.42,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,496.88,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,2000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,4000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,125.29,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,32.32,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,29.15,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,164.27,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,875.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,875.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,1500.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,3000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,105.67,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-LOWER EXTREMITY,SALTO TALARIS TOTAL ANKLE PROSTHESIS,148.56,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-SKIN AND WOUND,BILAYER WOUND MATRIX BWM,1750.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-LOWER EXTREMITY,SALTO TALARIS TOTAL ANKLE PROSTHESIS,201.15,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,Integra LifeSciences Corporation,GNRL,Device,RECON-LOWER EXTREMITY,SALTO TALARIS TOTAL ANKLE PROSTHESIS,15.0,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,TEI Medical Inc.,GNRL,Device,RECON-SKIN AND WOUND,PRIMATRIX,127.25,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,"Derma Sciences, Inc.",GNRL,Device,RECON-SKIN AND WOUND,AMNIOEXCEL,36.21,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,TEI Biosciences Inc,GNRL,Device,RECON-SKIN AND WOUND,SURGIMEND,125.78,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,TEI Biosciences Inc,GNRL,Device,RECON-SKIN AND WOUND,SURGIMEND,124.68,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,TEI Biosciences Inc,GNRL,Device,RECON-SKIN AND WOUND,SURGIMEND,7.51,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,TEI Biosciences Inc,GNRL,Device,RECON-SKIN AND WOUND,SURGIMEND,15.5,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,TEI Biosciences Inc,GNRL,Device,RECON-SKIN AND WOUND,SURGIMEND,17.52,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,DAVOL INC.,GNRL,Device,SURGERY,PHASIX,66.95,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,L,VALERIO,2018,,,,DAVOL INC.,GNRL,Device,SURGERY,PHASIX,148.5,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,33.71,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,53.25,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,417.82,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,108.0,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,773.68,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,18.12,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,79.9,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,2400.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,413.0,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,5700.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,215.11,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,75.71,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,7200.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,3386.91,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,429.21,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,57.81,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,110.68,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,43.48,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,179.49,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,150.74,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,1015.88,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,517.77,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,119.64,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,15.07,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,118.54,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,4800.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,2400.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,510.2,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,30.98,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,5400.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,405.6,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,58.26,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,163.74,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,54.69,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,356.18,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,487.92,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,21.87,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,22.0,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,4800.0,Cash or cash equivalent,,Consulting Fee,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoTouch,708.39,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,120.22,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,2400.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,82.39,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,6000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,190.99,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,178.14,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,1200.0,Cash or cash equivalent,,Consulting Fee,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,3000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,461.3,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,6000.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,610.85,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,112.36,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,68.1,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,25.26,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,18.16,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,68.11,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,74.52,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,35.8,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,112.83,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,113.31,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,63.42,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,21.27,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,36.79,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,121.07,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,27.19,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,19.73,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,120.69,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,9.54,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,4.25,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,36.67,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,3.46,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,10.0,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,102.63,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,29.25,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,95.06,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,560.44,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,771.33,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,35.31,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,463.7,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,763.6,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,12.72,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,16.08,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,24.73,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,112.5,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,60.84,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,639.65,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,221.13,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,529.52,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,61.14,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,465.03,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,247.67,In-kind items and services,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,524.53,In-kind items and services,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,7200.0,Cash or cash equivalent,,Consulting Fee,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,116.14,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,460.29,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,1200.0,Cash or cash equivalent,,Consulting Fee,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Protector,47.04,Cash or cash equivalent,,Food and Beverage,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,223.59,Cash or cash equivalent,,Travel and Lodging,,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoTouch,7200.0,Cash or cash equivalent,,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,5
173436,1811199888,IAN,LEE,VALERIO,2018,,,,AXOGEN,GNRL,Device,Neurology,AxoGuard Nerve Connector,1536.72,Cash or cash equivalent,,Travel and Lodging,,,,5
